that's, 1, 0, 1, 4, 0, 0, 0
there, 1, 0, 7, 11, 0, 0, 0
because, 1, 0, 4, 24, 0, 0, 0
cast, 1, 0, 9, 10, 0, 0, 0
retains, 1, 0, 1, 12, 0, 0, 0
took, 1, 0, 4, 10, 0, 0, 0
played, 1, 0, 0, 4, 0, 0, 0
look, 1, 0, 20, 41, 0, 1, 0
hoping, 1, 0, 6, 14, 0, 0, 0
entertain, 1, 0, 2, 4, 0, 0, 0
documentary, 1, 0, 2, 3, 0, 0, 0
terms, 1, 0, 10, 11, 0, 0, 0
later, 1, 0, 16, 17, 0, 0, 0
blast, 1, 0, 4, 13, 1, 0, 0
emotion, 1, 0, 14, 21, 0, 0, 0
sure, 1, 0, 2, 7, 0, 0, 0
congrats, 1, 0, 0, 18, 0, 0, 0
those, 1, 0, 1, 11, 0, 0, 0
getting, 1, 0, 5, 34, 0, 1, 0
line, 1, 0, 9, 11, 0, 0, 0
Alien, 1, 1, 15, 16, 0, 0, 0
set, 1, 0, 5, 20, 0, 0, 0
memorable, 1, 0, 9, 11, 0, 0, 0
Enjoy, 1, 1, 0, 1, 0, 0, 0
message, 1, 0, 6, 17, 0, 0, 0
especially, 1, 0, 0, 5, 0, 0, 0
veteran, 1, 0, 4, 5, 0, 0, 0
absolutely, 1, 0, 3, 15, 0, 0, 0
system, 1, 0, 10, 11, 0, 0, 0
Watch, 1, 1, 0, 21, 0, 0, 0
kind, 1, 0, 16, 21, 0, 0, 0
inspired, 1, 0, 19, 20, 0, 1, 0
crime, 1, 0, 13, 15, 0, 0, 0
complain, 1, 0, 3, 14, 0, 0, 0
epic, 1, 0, 1, 5, 0, 0, 0
way, 1, 0, 1, 2, 0, 0, 0
outstanding, 1, 0, 6, 8, 0, 0, 0
than, 1, 0, 5, 19, 0, 0, 0
done, 1, 0, 11, 16, 1, 0, 0
hard, 1, 0, 1, 7, 0, 0, 0
nominations, 1, 0, 8, 9, 0, 0, 0
undergo, 1, 0, 6, 9, 0, 0, 0
featured, 1, 0, 6, 8, 0, 0, 0
raised, 1, 0, 0, 15, 0, 0, 0
fast, 1, 0, 14, 17, 0, 0, 0
hundred, 1, 0, 25, 35, 1, 0, 0
classic, 1, 0, 4, 5, 0, 0, 0
drops, 1, 0, 2, 3, 0, 0, 0
seems, 1, 0, 2, 13, 0, 0, 0
Lego, 1, 1, 6, 19, 0, 0, 0
things, 1, 0, 3, 12, 0, 0, 0
role, 1, 0, 12, 23, 0, 0, 0
respect, 1, 0, 13, 20, 0, 0, 0
moods, 1, 0, 11, 16, 0, 0, 0
takes, 1, 0, 3, 9, 0, 0, 0
performance, 1, 0, 3, 10, 1, 0, 0
wins, 1, 0, 14, 16, 0, 1, 0
plots, 1, 0, 27, 36, 0, 0, 0
concerned, 1, 0, 4, 6, 0, 0, 0
volumes, 1, 0, 3, 11, 0, 0, 0
realize, 1, 0, 18, 31, 0, 0, 0
filmed, 1, 0, 16, 19, 0, 0, 0
away, 1, 0, 9, 15, 0, 0, 0
sooner, 1, 0, 11, 15, 0, 0, 0
guns, 1, 0, 11, 14, 1, 0, 0
seem, 1, 0, 3, 10, 0, 0, 0
name, 1, 0, 18, 45, 0, 0, 0
screen, 1, 0, 2, 25, 0, 0, 0
teeth, 1, 0, 4, 7, 0, 0, 0
doubt, 1, 0, 5, 6, 0, 0, 0
America, 1, 1, 14, 15, 0, 0, 0
While, 1, 1, 1, 14, 0, 0, 0
predator, 1, 0, 14, 28, 0, 0, 0
secondary, 1, 0, 3, 15, 0, 0, 0
Bad, 1, 1, 3, 11, 0, 0, 0
danger, 1, 0, 6, 7, 0, 0, 0
show, 1, 0, 1, 4, 1, 0, 0
list, 1, 0, 6, 17, 1, 0, 0
biggest, 1, 0, 1, 25, 0, 0, 0
caper, 1, 0, 4, 6, 0, 0, 0
backdrops, 1, 0, 9, 15, 0, 0, 0
same, 1, 0, 14, 15, 0, 0, 0
adventure, 1, 0, 0, 2, 0, 0, 0
personal, 1, 0, 19, 33, 1, 0, 0
won't, 1, 0, 2, 6, 0, 0, 0
unbelievable, 1, 0, 0, 16, 1, 0, 0
They're, 1, 1, 0, 9, 0, 0, 0
scene, 1, 0, 0, 3, 0, 0, 0
Though, 1, 1, 0, 10, 0, 0, 0
sure, 1, 0, 17, 23, 0, 0, 0
believed, 1, 0, 7, 17, 0, 0, 0
friends, 1, 0, 16, 25, 0, 0, 0
keep, 1, 0, 3, 8, 0, 1, 0
Ignore, 1, 1, 0, 9, 0, 0, 0
fist-fights, 1, 0, 11, 12, 0, 1, 0
Simply, 1, 1, 0, 2, 0, 0, 0
though, 1, 0, 14, 15, 0, 0, 0
mirrors, 1, 0, 1, 5, 0, 0, 0
almost, 1, 0, 13, 20, 0, 0, 0
excellent, 1, 0, 25, 27, 0, 0, 0
real, 1, 0, 10, 14, 0, 0, 0
than, 1, 0, 0, 3, 0, 0, 0
young, 1, 0, 7, 20, 0, 0, 0
audience, 1, 0, 1, 6, 0, 0, 0
furious, 1, 0, 12, 17, 0, 0, 0
NY, 1, 1, 4, 6, 0, 0, 0
'The, 1, 0, 3, 22, 0, 0, 0
between, 1, 0, 6, 31, 0, 0, 0
point, 1, 0, 17, 28, 0, 0, 0
anyone, 1, 0, 10, 16, 0, 1, 0
Button", 1, 1, 5, 18, 1, 0, 0
see, 1, 0, 0, 3, 0, 0, 0
walked, 1, 0, 4, 17, 0, 0, 0
visit, 1, 0, 6, 10, 0, 0, 0
enough, 1, 0, 26, 31, 0, 0, 0
above, 1, 0, 10, 13, 0, 0, 0
closet, 1, 0, 12, 19, 0, 0, 0
commandos, 1, 0, 1, 7, 1, 0, 0
suburbia, 1, 0, 23, 24, 0, 0, 0
tangled, 1, 0, 7, 24, 1, 0, 0
Back, 1, 1, 0, 3, 0, 0, 0
Pulp, 1, 1, 0, 10, 0, 0, 0
low, 1, 0, 2, 30, 0, 0, 0
Gone, 1, 1, 0, 15, 0, 0, 0
balance, 1, 0, 6, 16, 0, 0, 0
extremely, 1, 0, 6, 8, 0, 0, 0
wish, 1, 0, 1, 14, 0, 0, 0
totally, 1, 0, 1, 15, 0, 0, 0
open, 1, 0, 4, 14, 0, 1, 0
mother, 1, 0, 8, 14, 0, 0, 0
family, 1, 0, 5, 7, 0, 1, 0
terror, 1, 0, 4, 7, 0, 0, 0
goes, 1, 0, 2, 25, 0, 0, 0
since, 1, 0, 6, 32, 0, 0, 0
Tokyo, 1, 1, 3, 17, 0, 0, 0
ranks, 1, 0, 1, 11, 0, 0, 0
emotional, 1, 0, 5, 16, 0, 0, 0
job, 1, 0, 7, 25, 0, 0, 0
truly, 1, 0, 2, 22, 0, 1, 0
beautiful, 1, 0, 6, 8, 0, 0, 0
essence, 1, 0, 1, 2, 0, 0, 0
TV, 1, 1, 1, 9, 0, 0, 0
reviewers, 1, 0, 3, 9, 1, 0, 0
because, 1, 0, 12, 19, 0, 0, 0
how, 1, 0, 12, 22, 0, 1, 0
watching, 1, 0, 11, 14, 0, 0, 0
involving, 1, 0, 2, 21, 0, 0, 0
comic, 1, 0, 11, 16, 0, 0, 0
reach, 1, 0, 5, 16, 0, 1, 0
treat, 1, 0, 6, 7, 0, 0, 0
since, 1, 0, 6, 24, 0, 0, 0
combines, 1, 0, 7, 23, 0, 0, 0
Street', 1, 1, 2, 12, 0, 0, 0
Kick-Ass, 1, 1, 15, 20, 1, 1, 0
slide, 1, 0, 18, 29, 0, 1, 0
year, 1, 0, 16, 30, 1, 0, 0
Harbor, 1, 1, 10, 15, 0, 0, 0
cinema, 1, 0, 10, 11, 0, 0, 0
role, 1, 0, 6, 7, 0, 0, 0
start, 1, 0, 14, 24, 0, 0, 0
center, 1, 0, 25, 26, 0, 0, 0
then, 1, 0, 3, 9, 0, 0, 0
thing, 1, 0, 16, 21, 0, 0, 0
really, 1, 0, 4, 9, 0, 0, 0
rest, 1, 0, 15, 19, 0, 0, 0
destined, 1, 0, 9, 15, 0, 0, 0
thrillers, 1, 0, 10, 11, 0, 0, 0
left, 1, 0, 12, 15, 0, 0, 0
hours, 1, 0, 4, 12, 0, 0, 0
religious, 1, 0, 23, 44, 0, 1, 0
overbearing, 1, 0, 9, 10, 0, 1, 0
tradition, 1, 0, 10, 11, 0, 0, 0
bundle, 1, 0, 10, 11, 0, 0, 0
orbits, 1, 0, 6, 20, 1, 0, 0
brilliance, 1, 0, 4, 9, 0, 0, 0
too, 1, 0, 5, 6, 0, 0, 0
together, 1, 0, 8, 13, 1, 0, 0
I'm, 1, 1, 0, 9, 0, 0, 0
visitations, 1, 0, 11, 12, 0, 0, 0
flows, 1, 0, 2, 9, 0, 0, 0
seems, 1, 0, 7, 13, 0, 0, 0
longtime, 1, 0, 1, 3, 0, 0, 0
beautifully, 1, 0, 5, 6, 0, 0, 0
long, 1, 0, 8, 20, 0, 0, 0
scenarios, 1, 0, 3, 24, 0, 0, 0
brave, 1, 0, 10, 24, 1, 0, 0
trilogies, 1, 0, 8, 11, 0, 0, 0
Kick-Ass, 1, 1, 28, 32, 0, 0, 0
dark, 1, 0, 7, 13, 0, 0, 0
win, 1, 0, 9, 13, 0, 0, 0
these, 1, 0, 7, 17, 0, 0, 0
one-liners, 1, 0, 7, 14, 1, 0, 0
develop, 1, 0, 8, 31, 0, 1, 0
God, 1, 1, 2, 3, 0, 0, 0
Oscar, 1, 1, 3, 12, 0, 0, 0
score, 1, 0, 1, 4, 0, 0, 0
stars, 1, 0, 1, 4, 1, 0, 0
part, 1, 0, 2, 6, 1, 0, 0
other, 1, 0, 11, 15, 0, 0, 0
encounter, 1, 0, 31, 35, 0, 0, 0
you're, 1, 0, 10, 26, 0, 0, 0
replaced, 1, 0, 4, 8, 0, 0, 0
up, 1, 0, 5, 21, 0, 0, 0
convincing, 1, 0, 3, 9, 1, 0, 0
War, 1, 1, 12, 14, 0, 1, 0
expectations, 1, 0, 9, 16, 0, 0, 0
actors, 1, 0, 2, 6, 1, 0, 0
death, 1, 0, 4, 12, 1, 0, 0
actors, 1, 0, 4, 8, 0, 0, 0
saw, 1, 0, 16, 24, 0, 0, 0
too, 1, 0, 3, 5, 0, 1, 0
character, 1, 0, 9, 10, 0, 0, 0
drive, 1, 0, 1, 23, 0, 0, 0
creators, 1, 0, 6, 30, 0, 0, 0
between, 1, 0, 11, 18, 0, 0, 0
plays, 1, 0, 2, 5, 0, 0, 0
okay, 1, 0, 2, 3, 0, 1, 0
being, 1, 0, 2, 11, 0, 1, 0
