Midwestern, 1, 1, 8, 10, 0, 1, 0
drift, 1, 0, 4, 17, 1, 0, 0
quite, 1, 0, 2, 7, 0, 1, 0
genre, 1, 0, 33, 35, 0, 0, 0
character, 1, 0, 12, 17, 0, 0, 0
East, 1, 1, 15, 17, 0, 0, 0
performance, 1, 0, 7, 10, 1, 0, 0
heyday, 1, 0, 16, 22, 0, 0, 0
finally, 1, 0, 2, 15, 0, 0, 0
introduced, 1, 0, 11, 20, 0, 1, 0
didn't, 1, 0, 5, 10, 0, 0, 0
excellently, 1, 0, 6, 27, 0, 1, 0
recommend, 1, 0, 2, 6, 0, 0, 0
saw, 1, 0, 2, 15, 0, 0, 0
minimum, 1, 0, 25, 26, 0, 0, 0
say, 1, 0, 2, 25, 0, 0, 0
again, 1, 0, 9, 10, 0, 0, 0
sequences, 1, 0, 12, 13, 0, 0, 0
There, 1, 1, 0, 9, 0, 0, 0
cried, 1, 0, 2, 9, 0, 0, 0
plays, 1, 0, 19, 28, 0, 1, 0
needed, 1, 0, 6, 13, 0, 0, 0
sucks, 1, 0, 5, 18, 0, 0, 0
I'm, 1, 1, 7, 24, 0, 1, 0
herself, 1, 0, 5, 16, 0, 0, 0
conclusion, 1, 0, 14, 22, 0, 0, 0
generated, 1, 0, 19, 22, 0, 0, 0
here, 1, 0, 14, 15, 0, 0, 0
career, 1, 0, 9, 12, 0, 0, 0
over, 1, 0, 8, 11, 0, 0, 0
exists, 1, 0, 15, 20, 0, 1, 0
leave, 1, 0, 5, 11, 0, 0, 0
basically, 1, 0, 1, 2, 0, 0, 0
feel, 1, 0, 13, 18, 0, 0, 0
Japan, 1, 1, 34, 35, 0, 0, 0
really, 1, 0, 1, 24, 0, 0, 0
ordered, 1, 0, 3, 19, 0, 0, 0
feel, 1, 0, 16, 30, 0, 0, 0
confined, 1, 0, 2, 7, 0, 1, 0
saw, 1, 0, 12, 27, 0, 0, 0
then, 1, 0, 0, 7, 0, 0, 0
Tonight, 1, 1, 0, 15, 0, 0, 0
though, 1, 0, 16, 24, 0, 0, 0
Furious, 1, 1, 1, 10, 0, 1, 0
comedies, 1, 0, 9, 20, 1, 0, 0
saw, 1, 0, 1, 6, 0, 0, 0
wakes, 1, 0, 3, 24, 0, 0, 0
both, 1, 0, 0, 6, 0, 0, 0
character, 1, 0, 6, 11, 0, 0, 0
obsession, 1, 0, 1, 12, 0, 0, 0
hype, 1, 0, 4, 5, 0, 0, 0
wonderful, 1, 0, 5, 6, 0, 0, 0
most, 1, 0, 6, 13, 0, 0, 0
see, 1, 0, 2, 9, 0, 0, 0
clearly, 1, 0, 5, 8, 0, 0, 0
word, 1, 0, 8, 9, 0, 0, 0
state, 1, 0, 6, 13, 0, 0, 0
Now, 1, 1, 0, 11, 0, 0, 0
right, 1, 0, 5, 15, 0, 0, 0
Said, 1, 1, 0, 10, 0, 0, 0
packing, 1, 0, 8, 28, 0, 0, 0
stolen, 1, 0, 8, 9, 0, 0, 0
Girl, 1, 1, 8, 21, 0, 0, 0
force, 1, 0, 6, 10, 0, 0, 0
intelligent, 1, 0, 3, 10, 1, 1, 0
price, 1, 0, 7, 8, 0, 0, 0
sucked, 1, 0, 5, 14, 0, 0, 0
long, 1, 0, 2, 12, 0, 1, 0
young, 1, 0, 9, 11, 0, 0, 0
ice, 1, 0, 2, 7, 0, 0, 0
engrossing, 1, 0, 3, 5, 1, 1, 0
jury's, 1, 0, 18, 27, 0, 0, 0
scene, 1, 0, 2, 3, 0, 1, 0
others, 1, 0, 7, 8, 0, 0, 0
gunshot, 1, 0, 7, 9, 0, 1, 0
believable, 1, 0, 16, 36, 0, 0, 0
director, 1, 0, 1, 10, 0, 1, 0
important, 1, 0, 9, 14, 0, 0, 0
Either, 1, 1, 0, 6, 0, 0, 0
etc, 1, 0, 0, 1, 0, 0, 0
cast, 1, 0, 2, 3, 0, 0, 0
powered, 1, 0, 3, 13, 0, 1, 0
mine, 1, 0, 1, 9, 0, 0, 0
fan, 1, 0, 13, 14, 0, 0, 0
Twelve's, 1, 1, 1, 8, 0, 0, 0
think, 1, 0, 13, 26, 0, 0, 0
less, 1, 0, 11, 16, 0, 1, 0
'Must, 1, 0, 3, 6, 0, 0, 0
