start, 1, 0, 1, 6, 0, 0, 0
successful, 1, 0, 13, 17, 0, 0, 0
performance, 1, 0, 6, 13, 0, 0, 0
here, 1, 0, 11, 12, 0, 0, 0
think, 1, 0, 1, 21, 0, 0, 0
done, 1, 0, 14, 27, 0, 0, 0
hope, 1, 0, 2, 7, 0, 0, 0
whom, 1, 0, 3, 7, 0, 0, 0
take, 1, 0, 1, 17, 0, 0, 0
bet, 1, 0, 16, 22, 0, 0, 0
cutter, 1, 0, 17, 24, 0, 0, 0
joy, 1, 0, 4, 10, 0, 1, 0
being, 1, 0, 2, 7, 0, 0, 0
inspired, 1, 0, 9, 13, 0, 0, 0
impact, 1, 0, 6, 16, 0, 0, 0
ways, 1, 0, 2, 3, 0, 0, 0
took, 1, 0, 1, 9, 0, 0, 0
goof, 1, 0, 3, 8, 0, 0, 0
bundle, 1, 0, 10, 11, 0, 0, 0
genre, 1, 0, 2, 9, 0, 0, 0
spider, 1, 0, 57, 70, 0, 0, 0
entertained, 1, 0, 4, 6, 0, 0, 0
pain, 1, 0, 3, 6, 0, 0, 0
planet, 1, 0, 17, 20, 0, 0, 0
strong, 1, 0, 5, 9, 0, 0, 0
bad, 1, 0, 15, 34, 0, 0, 0
contribute, 1, 0, 12, 30, 0, 0, 0
winks, 1, 0, 16, 19, 0, 1, 0
interesting, 1, 0, 13, 14, 0, 0, 0
stop, 1, 0, 11, 13, 0, 0, 0
treat, 1, 0, 8, 9, 0, 0, 0
power, 1, 0, 25, 32, 1, 0, 0
Pi, 1, 1, 5, 6, 0, 0, 0
read, 1, 0, 8, 16, 0, 0, 0
horror, 1, 0, 8, 17, 0, 0, 0
matter, 1, 0, 7, 8, 0, 0, 0
breaks, 1, 0, 8, 25, 0, 0, 0
am, 1, 0, 2, 7, 0, 0, 0
rules, 1, 0, 2, 5, 0, 0, 0
