name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,41500,Napleton Autowerks Loves Park,(815) 916-4212,4.9,339,,57,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,43400,Napleton Autowerks Loves Park,(815) 916-4212,4.9,339,,57,Utopia Blue Metallic,Chestnut Brown,6-Speed Automatic,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,White,41730,International Autos,(414) 203-5342,3.8,56,,71,Glacier White Metallic,Black,6-Speed Automatic,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Black,41155,International Autos,(414) 203-5342,3.8,56,,71,Brilliant Black,Black,6-Speed Automatic,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,45150,Bergstrom Imports on Victory Lane,(877) 245-2925,4.3,390,,97,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Silver,45375,Bergstrom Imports on Victory Lane,(877) 245-2925,4.3,390,,97,Cuvee Silver Metallic,Chestnut Brown,6-Speed Automatic,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,43400,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Utopia Blue Metallic,Chestnut Brown,6-Speed Automatic w/OD,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Other,40925,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Cortina_White,,6-Speed Automatic w/OD,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,White,42345,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Glacier White Metallic,Black,6-Speed Automatic w/OD,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Other,43400,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Florett_Silver,,6-Speed Automatic w/OD,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Blue,41500,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Utopia_Blue,,6-Speed Automatic w/OD,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Black,42825,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Brilliant_Black,,6-Speed Automatic w/OD,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Silver,41500,Audi Hoffman Estates,(847) 961-4989,4.9,1138,,100,Florett Silver Metallic,Black,6-Speed Automatic w/OD,AWD
2018 Audi Q3 2.0T Sport Premium,Audi,Blue,39500,The Audi Exchange,(847) 739-9944,4.9,558,,102,Utopia Blue Metallic,Black,6-Speed Automatic,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,White,43375,The Audi Exchange,(847) 739-9944,4.9,558,,102,Glacier White Metallic,Chestnut Brown,6-Speed Automatic,AWD
2018 Audi Q3 2.0T Premium Plus,Audi,Gray,43375,The Audi Exchange,(847) 739-9944,4.9,558,,102,Daytona Gray Pearl Effect,Black,6-Speed Automatic,AWD
